instance,best,avg,time
gpu,0.94508,1.26485,0.0029641
CyberShake_30_gpu,12.0265,12.98572,0.0626616
CyberShake_50_gpu,1.94048,2.2889109999999997,0.1847409
CyberShake_100_gpu,4.43993,5.566156,0.9447154
Epigenomics_24_gpu,0.479092,0.5456948999999999,0.031350600000000006
Epigenomics_46_gpu,0.325293,0.6696437000000001,0.1102805
Epigenomics_100_gpu,0.854914,0.9001972,0.7844789999999999
Montage_25_gpu,3.27222,4.29033,0.033747700000000005
Montage_50_gpu,1.21742,1.590705,0.1530699
Montage_100_gpu,2.6558,2.776149,0.8288969999999999
Inspiral_30_gpu,0.656434,0.7888133,0.047949399999999996
Inspiral_50_gpu,0.241122,0.2864876,0.14204830000000002
Inspiral_100_gpu,0.382096,0.44118959999999996,0.6120274
Sipht_30_gpu,0.263763,0.3336172,0.4441376
Sipht_60_gpu,0.248301,0.26712790000000003,1.585538
Sipht_100_gpu,0.309406,0.37295029999999996,4.512874999999999
