instance,best,avg,time
gpu,0.432037,0.5778489000000001,0.0053612
CyberShake_30_gpu,1.60268,6.104961,0.0734245
CyberShake_50_gpu,0.800858,0.8693334,0.15945440000000002
CyberShake_100_gpu,2.9526,3.2964849999999997,1.0773431
Epigenomics_24_gpu,0.407253,0.4429234,0.039411600000000005
Epigenomics_46_gpu,0.166672,0.1852144,0.1292496
Epigenomics_100_gpu,0.443765,0.4659655000000001,1.0403559
Montage_25_gpu,1.58696,2.627215,0.038918799999999996
Montage_50_gpu,0.492517,0.5162447000000001,0.20852040000000005
Montage_100_gpu,1.87438,2.026903,1.1951110000000003
Inspiral_30_gpu,0.283776,0.3121176,0.061634999999999995
Inspiral_50_gpu,0.101236,0.10470479999999997,0.17470119999999997
Inspiral_100_gpu,0.146372,0.153388,0.7089523999999999
Sipht_30_gpu,0.218129,0.2255916,0.5210651000000001
Sipht_60_gpu,0.195511,0.21279620000000002,2.139029
Sipht_100_gpu,0.261327,0.27323620000000004,5.8417129999999995
