instance,alpha,maxtime,maxcost,makespam,cost,FO
CTRL C ---------------------------------- PRESSIONADO!!!
instance,alpha,maxtime,maxcost,makespam,cost,FO
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,14,149,6.48
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,15,126,6.27
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
CTRL C ---------------------------------- PRESSIONADO!!!
instance,alpha,maxtime,maxcost,makespam,cost,FO
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,18,17,73,6.27778
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,14,149,6.48
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,15,126,6.27
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,25,13,149,6.23
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
0.5,2,16,27,68,8.875
CTRL C ---------------------------------- PRESSIONADO!!!
